profile,type,state,time,price,source
solar,green,NSW,1/08/2043,10,forecast
wind,green,NSW,1/08/2043,10,forecast
baseload,black,QLD,1/08/2043,125.1,forecast
solar,black,QLD,1/08/2043,48.2,forecast
wind,black,QLD,1/08/2043,116.7,forecast
solar,green,QLD,1/08/2043,10,forecast
wind,green,QLD,1/08/2043,10,forecast
baseload,black,SA,1/08/2043,129.8,forecast
solar,black,SA,1/08/2043,68.7,forecast
wind,black,SA,1/08/2043,98.2,forecast
solar,green,SA,1/08/2043,10,forecast
wind,green,SA,1/08/2043,10,forecast
baseload,black,NSW,1/07/2043,169.1,forecast
solar,black,NSW,1/07/2043,87.6,forecast
wind,black,NSW,1/07/2043,136,forecast
solar,green,NSW,1/07/2043,10,forecast
wind,green,NSW,1/07/2043,10,forecast
baseload,black,QLD,1/07/2043,110,forecast
solar,black,QLD,1/07/2043,47.7,forecast
wind,black,QLD,1/07/2043,94.5,forecast
solar,green,QLD,1/07/2043,10,forecast
wind,green,QLD,1/07/2043,10,forecast
baseload,black,SA,1/07/2043,170.8,forecast
solar,black,SA,1/07/2043,87.1,forecast
wind,black,SA,1/07/2043,119.1,forecast
solar,green,SA,1/07/2043,10,forecast
wind,green,SA,1/07/2043,10,forecast
baseload,black,NSW,1/06/2043,188.6,forecast
solar,black,NSW,1/06/2043,124.7,forecast
wind,black,NSW,1/06/2043,167.9,forecast
solar,green,NSW,1/06/2043,10,forecast
wind,green,NSW,1/06/2043,10,forecast
baseload,black,QLD,1/06/2043,145.6,forecast
solar,black,QLD,1/06/2043,87.3,forecast
wind,black,QLD,1/06/2043,128.9,forecast
solar,green,QLD,1/06/2043,10,forecast
wind,green,QLD,1/06/2043,10,forecast
baseload,black,SA,1/06/2043,166.3,forecast
solar,black,SA,1/06/2043,113.8,forecast
wind,black,SA,1/06/2043,141.9,forecast
solar,green,SA,1/06/2043,10,forecast
wind,green,SA,1/06/2043,10,forecast
baseload,black,NSW,1/05/2043,125.7,forecast
solar,black,NSW,1/05/2043,64.1,forecast
wind,black,NSW,1/05/2043,107.8,forecast
solar,green,NSW,1/05/2043,10,forecast
wind,green,NSW,1/05/2043,10,forecast
baseload,black,QLD,1/05/2043,130.3,forecast
solar,black,QLD,1/05/2043,72.3,forecast
wind,black,QLD,1/05/2043,129.3,forecast
solar,green,QLD,1/05/2043,10,forecast
wind,green,QLD,1/05/2043,10,forecast
baseload,black,SA,1/05/2043,102.2,forecast
solar,black,SA,1/05/2043,45.9,forecast
wind,black,SA,1/05/2043,78.4,forecast
solar,green,SA,1/05/2043,10,forecast
wind,green,SA,1/05/2043,10,forecast
baseload,black,NSW,1/04/2043,136,forecast
solar,black,NSW,1/04/2043,79.9,forecast
wind,black,NSW,1/04/2043,132.6,forecast
solar,green,NSW,1/04/2043,10,forecast
wind,green,NSW,1/04/2043,10,forecast
baseload,black,QLD,1/04/2043,114.8,forecast
solar,black,QLD,1/04/2043,59.6,forecast
wind,black,QLD,1/04/2043,100.5,forecast
solar,green,QLD,1/04/2043,10,forecast
wind,green,QLD,1/04/2043,10,forecast
baseload,black,SA,1/04/2043,184.6,forecast
solar,black,SA,1/04/2043,156,forecast
wind,black,SA,1/04/2043,182.9,forecast
solar,green,SA,1/04/2043,10,forecast
wind,green,SA,1/04/2043,10,forecast
baseload,black,NSW,1/03/2043,146.2,forecast
solar,black,NSW,1/03/2043,117,forecast
wind,black,NSW,1/03/2043,140.8,forecast
solar,green,NSW,1/03/2043,10,forecast
wind,green,NSW,1/03/2043,10,forecast
baseload,black,QLD,1/03/2043,127.9,forecast
solar,black,QLD,1/03/2043,93.8,forecast
wind,black,QLD,1/03/2043,123.7,forecast
solar,green,QLD,1/03/2043,10,forecast
wind,green,QLD,1/03/2043,10,forecast
baseload,black,SA,1/03/2043,163.5,forecast
solar,black,SA,1/03/2043,122.2,forecast
wind,black,SA,1/03/2043,154.6,forecast
solar,green,SA,1/03/2043,10,forecast
wind,green,SA,1/03/2043,10,forecast
baseload,black,NSW,1/02/2043,112.3,forecast
solar,black,NSW,1/02/2043,60.8,forecast
wind,black,NSW,1/02/2043,112.9,forecast
solar,green,NSW,1/02/2043,10,forecast
wind,green,NSW,1/02/2043,10,forecast
baseload,black,QLD,1/02/2043,102.7,forecast
solar,black,QLD,1/02/2043,56.5,forecast
wind,black,QLD,1/02/2043,95.1,forecast
solar,green,QLD,1/02/2043,10,forecast
wind,green,QLD,1/02/2043,10,forecast
baseload,black,SA,1/02/2043,96.2,forecast
solar,black,SA,1/02/2043,39.3,forecast
wind,black,SA,1/02/2043,97.7,forecast
solar,green,SA,1/02/2043,10,forecast
wind,green,SA,1/02/2043,10,forecast
baseload,black,NSW,1/01/2043,102.4,forecast
solar,black,NSW,1/01/2043,71.6,forecast
wind,black,NSW,1/01/2043,94.7,forecast
solar,green,NSW,1/01/2043,10,forecast
wind,green,NSW,1/01/2043,10,forecast
baseload,black,QLD,1/01/2043,110.4,forecast
solar,black,QLD,1/01/2043,83.5,forecast
wind,black,QLD,1/01/2043,110.1,forecast
solar,green,QLD,1/01/2043,10,forecast
wind,green,QLD,1/01/2043,10,forecast
baseload,black,SA,1/01/2043,110.8,forecast
solar,black,SA,1/01/2043,55.4,forecast
wind,black,SA,1/01/2043,98.3,forecast
solar,green,SA,1/01/2043,10,forecast
wind,green,SA,1/01/2043,10,forecast
baseload,black,NSW,1/12/2042,59,forecast
solar,black,NSW,1/12/2042,32.2,forecast
wind,black,NSW,1/12/2042,53.4,forecast
solar,green,NSW,1/12/2042,10,forecast
wind,green,NSW,1/12/2042,10,forecast
baseload,black,QLD,1/12/2042,80,forecast
solar,black,QLD,1/12/2042,50.6,forecast
wind,black,QLD,1/12/2042,74.6,forecast
solar,green,QLD,1/12/2042,10,forecast
wind,green,QLD,1/12/2042,10,forecast
baseload,black,SA,1/12/2042,72.8,forecast
solar,black,SA,1/12/2042,40.5,forecast
wind,black,SA,1/12/2042,60.7,forecast
solar,green,SA,1/12/2042,10,forecast
wind,green,SA,1/12/2042,10,forecast
baseload,black,NSW,1/11/2042,62.4,forecast
solar,black,NSW,1/11/2042,28.7,forecast
wind,black,NSW,1/11/2042,55.4,forecast
solar,green,NSW,1/11/2042,10,forecast
wind,green,NSW,1/11/2042,10,forecast
baseload,black,QLD,1/11/2042,62.4,forecast
solar,black,QLD,1/11/2042,37.2,forecast
wind,black,QLD,1/11/2042,67,forecast
solar,green,QLD,1/11/2042,10,forecast
wind,green,QLD,1/11/2042,10,forecast
baseload,black,SA,1/11/2042,46.3,forecast
solar,black,SA,1/11/2042,21,forecast
wind,black,SA,1/11/2042,42.3,forecast
solar,green,SA,1/11/2042,10,forecast
wind,green,SA,1/11/2042,10,forecast
baseload,black,NSW,1/10/2042,66.6,forecast
solar,black,NSW,1/10/2042,40.3,forecast
wind,black,NSW,1/10/2042,64.8,forecast
solar,green,NSW,1/10/2042,10,forecast
wind,green,NSW,1/10/2042,10,forecast
baseload,black,QLD,1/10/2042,57,forecast
solar,black,QLD,1/10/2042,23,forecast
wind,black,QLD,1/10/2042,56.1,forecast
solar,green,QLD,1/10/2042,10,forecast
wind,green,QLD,1/10/2042,10,forecast
baseload,black,SA,1/10/2042,54.9,forecast
solar,black,SA,1/10/2042,27.2,forecast
wind,black,SA,1/10/2042,48.6,forecast
solar,green,SA,1/10/2042,10,forecast
wind,green,SA,1/10/2042,10,forecast
baseload,black,NSW,1/09/2042,97.8,forecast
solar,black,NSW,1/09/2042,42.5,forecast
wind,black,NSW,1/09/2042,89.6,forecast
solar,green,NSW,1/09/2042,10,forecast
wind,green,NSW,1/09/2042,10,forecast
baseload,black,QLD,1/09/2042,76.1,forecast
solar,black,QLD,1/09/2042,34.7,forecast
wind,black,QLD,1/09/2042,69.4,forecast
solar,green,QLD,1/09/2042,10,forecast
wind,green,QLD,1/09/2042,10,forecast
baseload,black,SA,1/09/2042,78.5,forecast
solar,black,SA,1/09/2042,31.5,forecast
wind,black,SA,1/09/2042,68.3,forecast
solar,green,SA,1/09/2042,10,forecast
wind,green,SA,1/09/2042,10,forecast
baseload,black,NSW,1/08/2042,155.5,forecast
solar,black,NSW,1/08/2042,72.1,forecast
wind,black,NSW,1/08/2042,124.6,forecast
solar,green,NSW,1/08/2042,10,forecast
wind,green,NSW,1/08/2042,10,forecast
baseload,black,QLD,1/08/2042,107.4,forecast
solar,black,QLD,1/08/2042,51.3,forecast
wind,black,QLD,1/08/2042,102.9,forecast
solar,green,QLD,1/08/2042,10,forecast
wind,green,QLD,1/08/2042,10,forecast
baseload,black,SA,1/08/2042,133.3,forecast
solar,black,SA,1/08/2042,76.5,forecast
wind,black,SA,1/08/2042,96.8,forecast
solar,green,SA,1/08/2042,10,forecast
wind,green,SA,1/08/2042,10,forecast
baseload,black,NSW,1/07/2042,167.6,forecast
solar,black,NSW,1/07/2042,89.4,forecast
wind,black,NSW,1/07/2042,137.7,forecast
solar,green,NSW,1/07/2042,10,forecast
wind,green,NSW,1/07/2042,10,forecast
baseload,black,QLD,1/07/2042,121.3,forecast
solar,black,QLD,1/07/2042,47.6,forecast
wind,black,QLD,1/07/2042,100.1,forecast
solar,green,QLD,1/07/2042,10,forecast
wind,green,QLD,1/07/2042,10,forecast
baseload,black,SA,1/07/2042,169.1,forecast
solar,black,SA,1/07/2042,105,forecast
wind,black,SA,1/07/2042,117.3,forecast
solar,green,SA,1/07/2042,10,forecast
wind,green,SA,1/07/2042,10,forecast
baseload,black,NSW,1/06/2042,219.4,forecast
solar,black,NSW,1/06/2042,120.9,forecast
wind,black,NSW,1/06/2042,189.6,forecast
solar,green,NSW,1/06/2042,10,forecast
wind,green,NSW,1/06/2042,10,forecast
baseload,black,QLD,1/06/2042,160.4,forecast
solar,black,QLD,1/06/2042,94.3,forecast
wind,black,QLD,1/06/2042,141.6,forecast
solar,green,QLD,1/06/2042,10,forecast
wind,green,QLD,1/06/2042,10,forecast
baseload,black,SA,1/06/2042,179,forecast
solar,black,SA,1/06/2042,116.9,forecast
wind,black,SA,1/06/2042,142.8,forecast
solar,green,SA,1/06/2042,10,forecast
wind,green,SA,1/06/2042,10,forecast
baseload,black,NSW,1/05/2042,121.9,forecast
solar,black,NSW,1/05/2042,64.2,forecast
wind,black,NSW,1/05/2042,106.4,forecast
solar,green,NSW,1/05/2042,10,forecast
wind,green,NSW,1/05/2042,10,forecast
baseload,black,QLD,1/05/2042,131.5,forecast
solar,black,QLD,1/05/2042,76.2,forecast
wind,black,QLD,1/05/2042,125.2,forecast
solar,green,QLD,1/05/2042,10,forecast
wind,green,QLD,1/05/2042,10,forecast
baseload,black,SA,1/05/2042,102.6,forecast
solar,black,SA,1/05/2042,52,forecast
wind,black,SA,1/05/2042,79,forecast
solar,green,SA,1/05/2042,10,forecast
wind,green,SA,1/05/2042,10,forecast
baseload,black,NSW,1/04/2042,137.7,forecast
solar,black,NSW,1/04/2042,80.6,forecast
wind,black,NSW,1/04/2042,133.8,forecast
solar,green,NSW,1/04/2042,10,forecast
wind,green,NSW,1/04/2042,10,forecast
baseload,black,QLD,1/04/2042,116,forecast
solar,black,QLD,1/04/2042,65,forecast
wind,black,QLD,1/04/2042,97.9,forecast
solar,green,QLD,1/04/2042,10,forecast
wind,green,QLD,1/04/2042,10,forecast
baseload,black,SA,1/04/2042,141.7,forecast
solar,black,SA,1/04/2042,89.8,forecast
wind,black,SA,1/04/2042,128.5,forecast
solar,green,SA,1/04/2042,10,forecast
wind,green,SA,1/04/2042,10,forecast
baseload,black,NSW,1/03/2042,148.8,forecast
solar,black,NSW,1/03/2042,118.2,forecast
wind,black,NSW,1/03/2042,143.9,forecast
solar,green,NSW,1/03/2042,10,forecast
wind,green,NSW,1/03/2042,10,forecast
baseload,black,QLD,1/03/2042,144.8,forecast
solar,black,QLD,1/03/2042,103.8,forecast
wind,black,QLD,1/03/2042,141.6,forecast
solar,green,QLD,1/03/2042,10,forecast
wind,green,QLD,1/03/2042,10,forecast
baseload,black,SA,1/03/2042,172.7,forecast
solar,black,SA,1/03/2042,123.2,forecast
wind,black,SA,1/03/2042,165.9,forecast
solar,green,SA,1/03/2042,10,forecast
wind,green,SA,1/03/2042,10,forecast
baseload,black,NSW,1/02/2042,107.4,forecast
solar,black,NSW,1/02/2042,62.6,forecast
wind,black,NSW,1/02/2042,107.2,forecast
solar,green,NSW,1/02/2042,10,forecast
wind,green,NSW,1/02/2042,10,forecast
baseload,black,QLD,1/02/2042,110.5,forecast
solar,black,QLD,1/02/2042,62,forecast
wind,black,QLD,1/02/2042,102.1,forecast
solar,green,QLD,1/02/2042,10,forecast
wind,green,QLD,1/02/2042,10,forecast
baseload,black,SA,1/02/2042,100,forecast
solar,black,SA,1/02/2042,52.2,forecast
wind,black,SA,1/02/2042,100.3,forecast
solar,green,SA,1/02/2042,10,forecast
wind,green,SA,1/02/2042,10,forecast
baseload,black,NSW,1/01/2042,103.8,forecast
solar,black,NSW,1/01/2042,74,forecast
wind,black,NSW,1/01/2042,95.3,forecast
solar,green,NSW,1/01/2042,10,forecast
wind,green,NSW,1/01/2042,10,forecast
baseload,black,QLD,1/01/2042,116.1,forecast
solar,black,QLD,1/01/2042,83.7,forecast
wind,black,QLD,1/01/2042,113.3,forecast
solar,green,QLD,1/01/2042,10,forecast
wind,green,QLD,1/01/2042,10,forecast
baseload,black,SA,1/01/2042,111.6,forecast
solar,black,SA,1/01/2042,65.3,forecast
wind,black,SA,1/01/2042,94.7,forecast
solar,green,SA,1/01/2042,10,forecast
wind,green,SA,1/01/2042,10,forecast
baseload,black,NSW,1/12/2041,67.8,forecast
solar,black,NSW,1/12/2041,33.3,forecast
wind,black,NSW,1/12/2041,67.4,forecast
solar,green,NSW,1/12/2041,10,forecast
wind,green,NSW,1/12/2041,10,forecast
baseload,black,QLD,1/12/2041,69.3,forecast
solar,black,QLD,1/12/2041,47.2,forecast
wind,black,QLD,1/12/2041,63.8,forecast
solar,green,QLD,1/12/2041,10,forecast
wind,green,QLD,1/12/2041,10,forecast
baseload,black,SA,1/12/2041,86.6,forecast
solar,black,SA,1/12/2041,46.4,forecast
wind,black,SA,1/12/2041,67.6,forecast
solar,green,SA,1/12/2041,10,forecast
wind,green,SA,1/12/2041,10,forecast
baseload,black,NSW,1/11/2041,50.9,forecast
solar,black,NSW,1/11/2041,29,forecast
wind,black,NSW,1/11/2041,48.4,forecast
solar,green,NSW,1/11/2041,10,forecast
wind,green,NSW,1/11/2041,10,forecast
baseload,black,QLD,1/11/2041,59.2,forecast
solar,black,QLD,1/11/2041,36.5,forecast
wind,black,QLD,1/11/2041,61.8,forecast
solar,green,QLD,1/11/2041,10,forecast
wind,green,QLD,1/11/2041,10,forecast
baseload,black,SA,1/11/2041,47.1,forecast
solar,black,SA,1/11/2041,24.1,forecast
wind,black,SA,1/11/2041,42.5,forecast
solar,green,SA,1/11/2041,10,forecast
wind,green,SA,1/11/2041,10,forecast
baseload,black,NSW,1/10/2041,66.3,forecast
solar,black,NSW,1/10/2041,40.6,forecast
wind,black,NSW,1/10/2041,64.5,forecast
solar,green,NSW,1/10/2041,10,forecast
wind,green,NSW,1/10/2041,10,forecast
baseload,black,QLD,1/10/2041,49.3,forecast
solar,black,QLD,1/10/2041,22,forecast
wind,black,QLD,1/10/2041,49.1,forecast
solar,green,QLD,1/10/2041,10,forecast
wind,green,QLD,1/10/2041,10,forecast
baseload,black,SA,1/10/2041,55,forecast
solar,black,SA,1/10/2041,29.5,forecast
wind,black,SA,1/10/2041,48.4,forecast
solar,green,SA,1/10/2041,10,forecast
wind,green,SA,1/10/2041,10,forecast
baseload,black,NSW,1/09/2041,99.4,forecast
solar,black,NSW,1/09/2041,42.9,forecast
wind,black,NSW,1/09/2041,87.8,forecast
solar,green,NSW,1/09/2041,10,forecast
wind,green,NSW,1/09/2041,10,forecast
baseload,black,QLD,1/09/2041,79,forecast
solar,black,QLD,1/09/2041,30.6,forecast
wind,black,QLD,1/09/2041,75.2,forecast
solar,green,QLD,1/09/2041,10,forecast
wind,green,QLD,1/09/2041,10,forecast
baseload,black,SA,1/09/2041,79.9,forecast
solar,black,SA,1/09/2041,35.6,forecast
wind,black,SA,1/09/2041,67.7,forecast
solar,green,SA,1/09/2041,10,forecast
wind,green,SA,1/09/2041,10,forecast
baseload,black,NSW,1/08/2041,139.3,forecast
solar,black,NSW,1/08/2041,72,forecast
wind,black,NSW,1/08/2041,121.7,forecast
solar,green,NSW,1/08/2041,10,forecast
wind,green,NSW,1/08/2041,10,forecast
baseload,black,QLD,1/08/2041,109.6,forecast
solar,black,QLD,1/08/2041,52.9,forecast
wind,black,QLD,1/08/2041,107.6,forecast
solar,green,QLD,1/08/2041,10,forecast
wind,green,QLD,1/08/2041,10,forecast
baseload,black,SA,1/08/2041,135.2,forecast
solar,black,SA,1/08/2041,85.2,forecast
wind,black,SA,1/08/2041,96.7,forecast
solar,green,SA,1/08/2041,10,forecast
wind,green,SA,1/08/2041,10,forecast
baseload,black,NSW,1/07/2041,158.4,forecast
solar,black,NSW,1/07/2041,89.3,forecast
wind,black,NSW,1/07/2041,131.9,forecast
solar,green,NSW,1/07/2041,10,forecast
wind,green,NSW,1/07/2041,10,forecast
baseload,black,QLD,1/07/2041,115.1,forecast
solar,black,QLD,1/07/2041,67,forecast
wind,black,QLD,1/07/2041,92.7,forecast
solar,green,QLD,1/07/2041,10,forecast
wind,green,QLD,1/07/2041,10,forecast
baseload,black,SA,1/07/2041,176.4,forecast
solar,black,SA,1/07/2041,103.4,forecast
wind,black,SA,1/07/2041,117.2,forecast
solar,green,SA,1/07/2041,10,forecast
wind,green,SA,1/07/2041,10,forecast
baseload,black,NSW,1/06/2041,207.9,forecast
solar,black,NSW,1/06/2041,124.4,forecast
wind,black,NSW,1/06/2041,177.3,forecast
solar,green,NSW,1/06/2041,10,forecast
wind,green,NSW,1/06/2041,10,forecast
baseload,black,QLD,1/06/2041,150.3,forecast
solar,black,QLD,1/06/2041,97.8,forecast
wind,black,QLD,1/06/2041,134.5,forecast
solar,green,QLD,1/06/2041,10,forecast
wind,green,QLD,1/06/2041,10,forecast
baseload,black,SA,1/06/2041,166.4,forecast
solar,black,SA,1/06/2041,125.9,forecast
wind,black,SA,1/06/2041,142.9,forecast
solar,green,SA,1/06/2041,10,forecast
wind,green,SA,1/06/2041,10,forecast
baseload,black,NSW,1/05/2041,128.3,forecast
solar,black,NSW,1/05/2041,64.3,forecast
wind,black,NSW,1/05/2041,110.2,forecast
solar,green,NSW,1/05/2041,10,forecast
wind,green,NSW,1/05/2041,10,forecast
baseload,black,QLD,1/05/2041,135.9,forecast
solar,black,QLD,1/05/2041,76.1,forecast
wind,black,QLD,1/05/2041,125.3,forecast
solar,green,QLD,1/05/2041,10,forecast
wind,green,QLD,1/05/2041,10,forecast
baseload,black,SA,1/05/2041,102.5,forecast
solar,black,SA,1/05/2041,54.4,forecast
wind,black,SA,1/05/2041,79.3,forecast
solar,green,SA,1/05/2041,10,forecast
wind,green,SA,1/05/2041,10,forecast
baseload,black,NSW,1/04/2041,142.5,forecast
solar,black,NSW,1/04/2041,83.8,forecast
wind,black,NSW,1/04/2041,139.3,forecast
solar,green,NSW,1/04/2041,10,forecast
wind,green,NSW,1/04/2041,10,forecast
baseload,black,QLD,1/04/2041,112.6,forecast
solar,black,QLD,1/04/2041,63.5,forecast
wind,black,QLD,1/04/2041,94.9,forecast
solar,green,QLD,1/04/2041,10,forecast
wind,green,QLD,1/04/2041,10,forecast
baseload,black,SA,1/04/2041,147.6,forecast
solar,black,SA,1/04/2041,97.3,forecast
wind,black,SA,1/04/2041,132.8,forecast
solar,green,SA,1/04/2041,10,forecast
wind,green,SA,1/04/2041,10,forecast
baseload,black,NSW,1/03/2041,172.3,forecast
solar,black,NSW,1/03/2041,143.4,forecast
wind,black,NSW,1/03/2041,161.6,forecast
solar,green,NSW,1/03/2041,10,forecast
wind,green,NSW,1/03/2041,10,forecast
baseload,black,QLD,1/03/2041,139,forecast
solar,black,QLD,1/03/2041,104.3,forecast
wind,black,QLD,1/03/2041,135.9,forecast
solar,green,QLD,1/03/2041,10,forecast
wind,green,QLD,1/03/2041,10,forecast
baseload,black,SA,1/03/2041,180.7,forecast
solar,black,SA,1/03/2041,139.3,forecast
wind,black,SA,1/03/2041,166.6,forecast
solar,green,SA,1/03/2041,10,forecast
wind,green,SA,1/03/2041,10,forecast
baseload,black,NSW,1/02/2041,112.9,forecast
solar,black,NSW,1/02/2041,70.2,forecast
wind,black,NSW,1/02/2041,111.5,forecast
solar,green,NSW,1/02/2041,10,forecast
wind,green,NSW,1/02/2041,10,forecast
baseload,black,QLD,1/02/2041,127.2,forecast
solar,black,QLD,1/02/2041,74.9,forecast
wind,black,QLD,1/02/2041,127.1,forecast
solar,green,QLD,1/02/2041,10,forecast
wind,green,QLD,1/02/2041,10,forecast
baseload,black,SA,1/02/2041,116,forecast
solar,black,SA,1/02/2041,66.4,forecast
wind,black,SA,1/02/2041,117.6,forecast
solar,green,SA,1/02/2041,10,forecast
wind,green,SA,1/02/2041,10,forecast
baseload,black,NSW,1/01/2041,101.7,forecast
solar,black,NSW,1/01/2041,77.4,forecast
wind,black,NSW,1/01/2041,92.8,forecast
solar,green,NSW,1/01/2041,10,forecast
wind,green,NSW,1/01/2041,10,forecast
baseload,black,QLD,1/01/2041,113.2,forecast
solar,black,QLD,1/01/2041,94.5,forecast
wind,black,QLD,1/01/2041,107,forecast
solar,green,QLD,1/01/2041,10,forecast
wind,green,QLD,1/01/2041,10,forecast
baseload,black,SA,1/01/2041,104.6,forecast
solar,black,SA,1/01/2041,73.1,forecast
wind,black,SA,1/01/2041,93.5,forecast
solar,green,SA,1/01/2041,10,forecast
wind,green,SA,1/01/2041,10,forecast
baseload,black,NSW,1/12/2040,55.4,forecast
solar,black,NSW,1/12/2040,33.2,forecast
wind,black,NSW,1/12/2040,50.5,forecast
solar,green,NSW,1/12/2040,10,forecast
wind,green,NSW,1/12/2040,10,forecast
baseload,black,QLD,1/12/2040,82.6,forecast
solar,black,QLD,1/12/2040,68.2,forecast
wind,black,QLD,1/12/2040,70,forecast
solar,green,QLD,1/12/2040,10,forecast
wind,green,QLD,1/12/2040,10,forecast
baseload,black,SA,1/12/2040,78.2,forecast
solar,black,SA,1/12/2040,47.4,forecast
wind,black,SA,1/12/2040,64.5,forecast
solar,green,SA,1/12/2040,10,forecast
wind,green,SA,1/12/2040,10,forecast
baseload,black,NSW,1/11/2040,45.9,forecast
solar,black,NSW,1/11/2040,28.1,forecast
wind,black,NSW,1/11/2040,43.7,forecast
solar,green,NSW,1/11/2040,10,forecast
wind,green,NSW,1/11/2040,10,forecast
baseload,black,QLD,1/11/2040,54.6,forecast
solar,black,QLD,1/11/2040,33,forecast
wind,black,QLD,1/11/2040,56.9,forecast
solar,green,QLD,1/11/2040,10,forecast
wind,green,QLD,1/11/2040,10,forecast
baseload,black,SA,1/11/2040,43.2,forecast
solar,black,SA,1/11/2040,24.4,forecast
wind,black,SA,1/11/2040,39.1,forecast
solar,green,SA,1/11/2040,10,forecast
wind,green,SA,1/11/2040,10,forecast
baseload,black,NSW,1/10/2040,64.8,forecast
solar,black,NSW,1/10/2040,40.7,forecast
wind,black,NSW,1/10/2040,62.8,forecast
solar,green,NSW,1/10/2040,10,forecast
wind,green,NSW,1/10/2040,10,forecast
baseload,black,QLD,1/10/2040,49.1,forecast
solar,black,QLD,1/10/2040,22.3,forecast
wind,black,QLD,1/10/2040,48.7,forecast
solar,green,QLD,1/10/2040,10,forecast
wind,green,QLD,1/10/2040,10,forecast
baseload,black,SA,1/10/2040,51.6,forecast
solar,black,SA,1/10/2040,32.2,forecast
wind,black,SA,1/10/2040,45.9,forecast
solar,green,SA,1/10/2040,10,forecast
wind,green,SA,1/10/2040,10,forecast
baseload,black,NSW,1/09/2040,89.6,forecast
solar,black,NSW,1/09/2040,43.2,forecast
wind,black,NSW,1/09/2040,79.3,forecast
solar,green,NSW,1/09/2040,10,forecast
wind,green,NSW,1/09/2040,10,forecast
baseload,black,QLD,1/09/2040,84.7,forecast
solar,black,QLD,1/09/2040,30.2,forecast
wind,black,QLD,1/09/2040,81.6,forecast
solar,green,QLD,1/09/2040,10,forecast
wind,green,QLD,1/09/2040,10,forecast
baseload,black,SA,1/09/2040,83.6,forecast
solar,black,SA,1/09/2040,37.1,forecast
wind,black,SA,1/09/2040,66,forecast
solar,green,SA,1/09/2040,10,forecast
wind,green,SA,1/09/2040,10,forecast
baseload,black,NSW,1/08/2040,141.1,forecast
solar,black,NSW,1/08/2040,75.1,forecast
wind,black,NSW,1/08/2040,122.4,forecast
solar,green,NSW,1/08/2040,10,forecast
wind,green,NSW,1/08/2040,10,forecast
baseload,black,QLD,1/08/2040,114.5,forecast
solar,black,QLD,1/08/2040,53.7,forecast
wind,black,QLD,1/08/2040,110.4,forecast
solar,green,QLD,1/08/2040,10,forecast
wind,green,QLD,1/08/2040,10,forecast
baseload,black,SA,1/08/2040,147.8,forecast
solar,black,SA,1/08/2040,85.4,forecast
wind,black,SA,1/08/2040,104.8,forecast
solar,green,SA,1/08/2040,10,forecast
wind,green,SA,1/08/2040,10,forecast
baseload,black,NSW,1/07/2040,154.8,forecast
solar,black,NSW,1/07/2040,91.9,forecast
wind,black,NSW,1/07/2040,134.1,forecast
solar,green,NSW,1/07/2040,10,forecast
wind,green,NSW,1/07/2040,10,forecast
baseload,black,QLD,1/07/2040,115.8,forecast
solar,black,QLD,1/07/2040,56.9,forecast
wind,black,QLD,1/07/2040,97.6,forecast
solar,green,QLD,1/07/2040,10,forecast
wind,green,QLD,1/07/2040,10,forecast
baseload,black,SA,1/07/2040,211.5,forecast
solar,black,SA,1/07/2040,120.2,forecast
wind,black,SA,1/07/2040,141.2,forecast
solar,green,SA,1/07/2040,10,forecast
wind,green,SA,1/07/2040,10,forecast
baseload,black,NSW,1/06/2040,188.4,forecast
solar,black,NSW,1/06/2040,123.7,forecast
wind,black,NSW,1/06/2040,169.2,forecast
solar,green,NSW,1/06/2040,10,forecast
wind,green,NSW,1/06/2040,10,forecast
baseload,black,QLD,1/06/2040,153.7,forecast
solar,black,QLD,1/06/2040,100.8,forecast
wind,black,QLD,1/06/2040,136.5,forecast
solar,green,QLD,1/06/2040,10,forecast
wind,green,QLD,1/06/2040,10,forecast
baseload,black,SA,1/06/2040,181.2,forecast
solar,black,SA,1/06/2040,127.4,forecast
wind,black,SA,1/06/2040,161.4,forecast
solar,green,SA,1/06/2040,10,forecast
wind,green,SA,1/06/2040,10,forecast
baseload,black,NSW,1/05/2040,121.6,forecast
solar,black,NSW,1/05/2040,61.1,forecast
wind,black,NSW,1/05/2040,106.2,forecast
solar,green,NSW,1/05/2040,10,forecast
wind,green,NSW,1/05/2040,10,forecast
baseload,black,QLD,1/05/2040,134.8,forecast
solar,black,QLD,1/05/2040,78.2,forecast
wind,black,QLD,1/05/2040,128.3,forecast
solar,green,QLD,1/05/2040,10,forecast
wind,green,QLD,1/05/2040,10,forecast
baseload,black,SA,1/05/2040,128.3,forecast
solar,black,SA,1/05/2040,53,forecast
wind,black,SA,1/05/2040,101.2,forecast
solar,green,SA,1/05/2040,10,forecast
wind,green,SA,1/05/2040,10,forecast
baseload,black,NSW,1/04/2040,141.7,forecast
solar,black,NSW,1/04/2040,78.5,forecast
wind,black,NSW,1/04/2040,133.2,forecast
solar,green,NSW,1/04/2040,10,forecast
wind,green,NSW,1/04/2040,10,forecast
baseload,black,QLD,1/04/2040,106.5,forecast
solar,black,QLD,1/04/2040,64.1,forecast
wind,black,QLD,1/04/2040,90.5,forecast
solar,green,QLD,1/04/2040,10,forecast
wind,green,QLD,1/04/2040,10,forecast
baseload,black,SA,1/04/2040,141.2,forecast
solar,black,SA,1/04/2040,87.6,forecast
